id,feedId,timestamp,power,created_at,updated_at
43236,142561308,"2017-06-06 17:08:37",2645,"2017-06-07 01:08:39","2017-06-07 01:08:39"
43237,458165108,"2017-06-06 17:09:08",718,"2017-06-07 01:09:14","2017-06-07 01:09:14"
43238,142561308,"2017-06-06 17:13:38",2583,"2017-06-07 01:13:40","2017-06-07 01:13:40"
43239,458165108,"2017-06-06 17:14:09",717,"2017-06-07 01:14:16","2017-06-07 01:14:16"
43240,142561308,"2017-06-06 17:18:39",2400,"2017-06-07 01:18:41","2017-06-07 01:18:41"
43241,458165108,"2017-06-06 17:19:10",719,"2017-06-07 01:19:17","2017-06-07 01:19:17"
43242,142561308,"2017-06-06 17:23:40",2686,"2017-06-07 01:23:43","2017-06-07 01:23:43"
43243,458165108,"2017-06-06 17:24:11",719,"2017-06-07 01:24:19","2017-06-07 01:24:19"
43244,142561308,"2017-06-06 17:28:42",2453,"2017-06-07 01:28:45","2017-06-07 01:28:45"
43245,458165108,"2017-06-06 17:29:12",718,"2017-06-07 01:29:20","2017-06-07 01:29:20"
43246,142561308,"2017-06-06 17:33:42",2275,"2017-06-07 01:33:45","2017-06-07 01:33:45"
43247,458165108,"2017-06-06 17:34:14",707,"2017-06-07 01:34:21","2017-06-07 01:34:21"
43248,142561308,"2017-06-06 17:38:44",2967,"2017-06-07 01:38:47","2017-06-07 01:38:47"
43249,458165108,"2017-06-06 17:39:14",699,"2017-06-07 01:39:23","2017-06-07 01:39:23"
43250,142561308,"2017-06-06 17:43:45",2025,"2017-06-07 01:43:49","2017-06-07 01:43:49"
43251,458165108,"2017-06-06 17:44:15",694,"2017-06-07 01:44:25","2017-06-07 01:44:25"
43252,142561308,"2017-06-06 17:48:46",2618,"2017-06-07 01:48:49","2017-06-07 01:48:49"
43253,458165108,"2017-06-06 17:49:16",696,"2017-06-07 01:49:25","2017-06-07 01:49:25"
43254,142561308,"2017-06-06 17:53:47",2233,"2017-06-07 01:53:50","2017-06-07 01:53:50"
43255,458165108,"2017-06-06 17:54:18",696,"2017-06-07 01:54:26","2017-06-07 01:54:26"
43256,142561308,"2017-06-06 17:58:49",2280,"2017-06-07 01:58:51","2017-06-07 01:58:51"
43257,458165108,"2017-06-06 17:59:18",716,"2017-06-07 01:59:27","2017-06-07 01:59:27"
43258,142561308,"2017-06-06 18:03:50",2805,"2017-06-07 02:03:52","2017-06-07 02:03:52"
43259,458165108,"2017-06-06 18:04:20",720,"2017-06-07 02:04:27","2017-06-07 02:04:27"
43260,142561308,"2017-06-06 18:08:51",1943,"2017-06-07 02:08:53","2017-06-07 02:08:53"
43261,458165108,"2017-06-06 18:09:21",700,"2017-06-07 02:09:29","2017-06-07 02:09:29"
43262,142561308,"2017-06-06 18:13:52",2709,"2017-06-07 02:13:55","2017-06-07 02:13:55"
43263,458165108,"2017-06-06 18:14:22",694,"2017-06-07 02:14:30","2017-06-07 02:14:30"
43264,142561308,"2017-06-06 18:18:53",2090,"2017-06-07 02:18:58","2017-06-07 02:18:58"
43265,458165108,"2017-06-06 18:19:23",716,"2017-06-07 02:19:34","2017-06-07 02:19:34"
43266,142561308,"2017-06-06 18:23:54",2427,"2017-06-07 02:24:01","2017-06-07 02:24:01"
43267,458165108,"2017-06-06 18:24:25",721,"2017-06-07 02:24:36","2017-06-07 02:24:36"
43268,142561308,"2017-06-06 18:28:56",2559,"2017-06-07 02:29:01","2017-06-07 02:29:01"
43269,458165108,"2017-06-06 18:29:26",723,"2017-06-07 02:29:37","2017-06-07 02:29:37"
43270,142561308,"2017-06-06 18:33:56",2185,"2017-06-07 02:34:02","2017-06-07 02:34:02"
43271,458165108,"2017-06-06 18:34:27",711,"2017-06-07 02:34:38","2017-06-07 02:34:38"
43272,142561308,"2017-06-06 18:38:58",2300,"2017-06-07 02:39:04","2017-06-07 02:39:04"
43273,458165108,"2017-06-06 18:39:28",735,"2017-06-07 02:39:40","2017-06-07 02:39:40"
43274,142561308,"2017-06-06 18:43:59",2590,"2017-06-07 02:44:05","2017-06-07 02:44:05"
43275,458165108,"2017-06-06 18:44:29",717,"2017-06-07 02:44:40","2017-06-07 02:44:40"
43276,142561308,"2017-06-06 18:49:00",1864,"2017-06-07 02:49:06","2017-06-07 02:49:06"
43277,458165108,"2017-06-06 18:49:30",684,"2017-06-07 02:49:42","2017-06-07 02:49:42"
43278,142561308,"2017-06-06 18:54:01",2966,"2017-06-07 02:54:07","2017-06-07 02:54:07"
43279,458165108,"2017-06-06 18:54:32",682,"2017-06-07 02:54:42","2017-06-07 02:54:42"
43280,142561308,"2017-06-06 18:59:02",1703,"2017-06-07 02:59:14","2017-06-07 02:59:14"
43281,458165108,"2017-06-06 18:59:33",707,"2017-06-07 02:59:38","2017-06-07 02:59:38"
43282,142561308,"2017-06-06 19:04:03",2604,"2017-06-07 03:04:15","2017-06-07 03:04:15"
43283,458165108,"2017-06-06 19:04:34",702,"2017-06-07 03:04:39","2017-06-07 03:04:39"
43284,142561308,"2017-06-06 19:09:04",2153,"2017-06-07 03:09:15","2017-06-07 03:09:15"
43285,458165108,"2017-06-06 19:09:35",696,"2017-06-07 03:09:40","2017-06-07 03:09:40"
43286,142561308,"2017-06-06 19:14:05",2357,"2017-06-07 03:14:06","2017-06-07 03:14:06"
43287,458165108,"2017-06-06 19:14:37",702,"2017-06-07 03:14:41","2017-06-07 03:14:41"
43288,142561308,"2017-06-06 19:19:06",2148,"2017-06-07 03:19:08","2017-06-07 03:19:08"
43289,458165108,"2017-06-06 19:19:38",695,"2017-06-07 03:19:44","2017-06-07 03:19:44"
43290,142561308,"2017-06-06 19:24:07",2392,"2017-06-07 03:24:10","2017-06-07 03:24:10"
43291,458165108,"2017-06-06 19:24:39",674,"2017-06-07 03:24:45","2017-06-07 03:24:45"
43292,142561308,"2017-06-06 19:29:09",1805,"2017-06-07 03:29:10","2017-06-07 03:29:10"
43293,458165108,"2017-06-06 19:29:40",687,"2017-06-07 03:29:46","2017-06-07 03:29:46"
43294,142561308,"2017-06-06 19:34:10",2883,"2017-06-07 03:34:11","2017-06-07 03:34:11"
43295,458165108,"2017-06-06 19:34:41",695,"2017-06-07 03:34:47","2017-06-07 03:34:47"
43296,142561308,"2017-06-06 19:39:11",1511,"2017-06-07 03:39:13","2017-06-07 03:39:13"
43297,458165108,"2017-06-06 19:39:42",704,"2017-06-07 03:39:49","2017-06-07 03:39:49"
43298,142561308,"2017-06-06 19:44:12",3036,"2017-06-07 03:44:15","2017-06-07 03:44:15"
43299,458165108,"2017-06-06 19:44:43",700,"2017-06-07 03:44:50","2017-06-07 03:44:50"
43300,142561308,"2017-06-06 19:49:13",1570,"2017-06-07 03:49:16","2017-06-07 03:49:16"
43301,458165108,"2017-06-06 19:49:44",718,"2017-06-07 03:49:51","2017-06-07 03:49:51"
43302,142561308,"2017-06-06 19:54:14",2535,"2017-06-07 03:54:17","2017-06-07 03:54:17"
43303,458165108,"2017-06-06 19:54:45",723,"2017-06-07 03:54:53","2017-06-07 03:54:53"
43304,142561308,"2017-06-06 19:59:15",1761,"2017-06-07 03:59:18","2017-06-07 03:59:18"
43305,458165108,"2017-06-06 19:59:46",695,"2017-06-07 03:59:54","2017-06-07 03:59:54"
43306,142561308,"2017-06-06 20:04:16",1987,"2017-06-07 04:04:20","2017-06-07 04:04:20"
43307,458165108,"2017-06-06 20:04:47",675,"2017-06-07 04:04:56","2017-06-07 04:04:56"
43308,142561308,"2017-06-06 20:09:17",1900,"2017-06-07 04:09:21","2017-06-07 04:09:21"
43309,458165108,"2017-06-06 20:09:48",205,"2017-06-07 04:09:56","2017-06-07 04:09:56"
43310,142561308,"2017-06-06 20:14:18",1982,"2017-06-07 04:14:22","2017-06-07 04:14:22"
43311,458165108,"2017-06-06 20:14:49",194,"2017-06-07 04:14:58","2017-06-07 04:14:58"
43312,142561308,"2017-06-06 20:19:20",1774,"2017-06-07 04:19:23","2017-06-07 04:19:23"
43313,458165108,"2017-06-06 20:19:50",192,"2017-06-07 04:19:58","2017-06-07 04:19:58"
43314,142561308,"2017-06-06 20:24:21",2343,"2017-06-07 04:24:23","2017-06-07 04:24:23"
43315,458165108,"2017-06-06 20:24:51",210,"2017-06-07 04:24:59","2017-06-07 04:24:59"
43316,142561308,"2017-06-06 20:29:22",1569,"2017-06-07 04:29:24","2017-06-07 04:29:24"
43317,458165108,"2017-06-06 20:29:52",215,"2017-06-07 04:30:00","2017-06-07 04:30:00"
43318,142561308,"2017-06-06 20:34:23",2716,"2017-06-07 04:34:25","2017-06-07 04:34:25"
43319,458165108,"2017-06-06 20:34:53",194,"2017-06-07 04:35:01","2017-06-07 04:35:01"
43320,142561308,"2017-06-06 20:39:24",1639,"2017-06-07 04:39:27","2017-06-07 04:39:27"
43321,458165108,"2017-06-06 20:39:54",192,"2017-06-07 04:40:03","2017-06-07 04:40:03"
43322,142561308,"2017-06-06 20:44:25",2907,"2017-06-07 04:44:28","2017-06-07 04:44:28"
43323,458165108,"2017-06-06 20:44:55",223,"2017-06-07 04:45:03","2017-06-07 04:45:03"
43324,142561308,"2017-06-06 20:49:26",1456,"2017-06-07 04:49:28","2017-06-07 04:49:28"
43325,458165108,"2017-06-06 20:49:56",216,"2017-06-07 04:50:04","2017-06-07 04:50:04"
43326,142561308,"2017-06-06 20:54:27",2243,"2017-06-07 04:54:29","2017-06-07 04:54:29"
43327,458165108,"2017-06-06 20:54:57",219,"2017-06-07 04:55:05","2017-06-07 04:55:05"
43328,142561308,"2017-06-06 20:59:28",1723,"2017-06-07 04:59:30","2017-06-07 04:59:30"
43329,458165108,"2017-06-06 20:59:59",219,"2017-06-07 05:00:06","2017-06-07 05:00:06"
43330,142561308,"2017-06-06 21:04:29",1853,"2017-06-07 05:04:30","2017-06-07 05:04:30"
43331,458165108,"2017-06-06 21:05:00",219,"2017-06-07 05:05:06","2017-06-07 05:05:06"
43332,142561308,"2017-06-06 21:09:30",1943,"2017-06-07 05:09:42","2017-06-07 05:09:42"
43333,458165108,"2017-06-06 21:10:01",213,"2017-06-07 05:10:06","2017-06-07 05:10:06"
43334,142561308,"2017-06-06 21:14:31",1798,"2017-06-07 05:14:43","2017-06-07 05:14:43"
43335,458165108,"2017-06-06 21:15:02",195,"2017-06-07 05:15:07","2017-06-07 05:15:07"
43336,142561308,"2017-06-06 21:19:33",2023,"2017-06-07 05:19:44","2017-06-07 05:19:44"
43337,458165108,"2017-06-06 21:20:03",192,"2017-06-07 05:20:08","2017-06-07 05:20:08"
43338,142561308,"2017-06-06 21:24:33",2244,"2017-06-07 05:24:44","2017-06-07 05:24:44"
43339,458165108,"2017-06-06 21:25:04",192,"2017-06-07 05:25:08","2017-06-07 05:25:08"
43340,142561308,"2017-06-06 21:29:35",2036,"2017-06-07 05:29:45","2017-06-07 05:29:45"
43341,458165108,"2017-06-06 21:30:05",192,"2017-06-07 05:30:09","2017-06-07 05:30:09"
43342,142561308,"2017-06-06 21:34:36",2643,"2017-06-07 05:34:46","2017-06-07 05:34:46"
43343,458165108,"2017-06-06 21:35:06",201,"2017-06-07 05:35:11","2017-06-07 05:35:11"
43344,142561308,"2017-06-06 21:39:37",1707,"2017-06-07 05:39:47","2017-06-07 05:39:47"
43345,458165108,"2017-06-06 21:40:07",216,"2017-06-07 05:40:12","2017-06-07 05:40:12"
43346,142561308,"2017-06-06 21:44:38",2588,"2017-06-07 05:44:49","2017-06-07 05:44:49"
43347,458165108,"2017-06-06 21:45:08",201,"2017-06-07 05:45:13","2017-06-07 05:45:13"
43348,142561308,"2017-06-06 21:49:39",1695,"2017-06-07 05:49:50","2017-06-07 05:49:50"
43349,458165108,"2017-06-06 21:50:09",192,"2017-06-07 05:50:15","2017-06-07 05:50:15"
43350,142561308,"2017-06-06 21:54:40",2026,"2017-06-07 05:54:52","2017-06-07 05:54:52"
43351,458165108,"2017-06-06 21:55:10",191,"2017-06-07 05:55:16","2017-06-07 05:55:16"
43352,142561308,"2017-06-06 21:59:41",1679,"2017-06-07 05:59:52","2017-06-07 05:59:52"
43353,458165108,"2017-06-06 22:00:11",196,"2017-06-07 06:00:16","2017-06-07 06:00:16"
43354,142561308,"2017-06-06 22:04:42",1782,"2017-06-07 06:04:53","2017-06-07 06:04:53"
43355,458165108,"2017-06-06 22:05:13",220,"2017-06-07 06:05:17","2017-06-07 06:05:17"
43356,142561308,"2017-06-06 22:09:43",1926,"2017-06-07 06:09:54","2017-06-07 06:09:54"
43357,458165108,"2017-06-06 22:10:14",218,"2017-06-07 06:10:18","2017-06-07 06:10:18"
43358,142561308,"2017-06-06 22:14:44",1465,"2017-06-07 06:14:55","2017-06-07 06:14:55"
43359,458165108,"2017-06-06 22:15:15",220,"2017-06-07 06:15:20","2017-06-07 06:15:20"
43360,142561308,"2017-06-06 22:19:45",2266,"2017-06-07 06:19:45","2017-06-07 06:19:45"
43361,458165108,"2017-06-06 22:20:16",211,"2017-06-07 06:20:21","2017-06-07 06:20:21"
43362,142561308,"2017-06-06 22:24:46",1382,"2017-06-07 06:24:57","2017-06-07 06:24:57"
43363,458165108,"2017-06-06 22:25:17",191,"2017-06-07 06:25:22","2017-06-07 06:25:22"
43364,142561308,"2017-06-06 22:29:47",2410,"2017-06-07 06:29:57","2017-06-07 06:29:57"
43365,458165108,"2017-06-06 22:30:18",191,"2017-06-07 06:30:22","2017-06-07 06:30:22"
43366,142561308,"2017-06-06 22:34:48",1382,"2017-06-07 06:35:00","2017-06-07 06:35:00"
43367,458165108,"2017-06-06 22:35:19",191,"2017-06-07 06:35:24","2017-06-07 06:35:24"
43368,142561308,"2017-06-06 22:39:50",2441,"2017-06-07 06:40:01","2017-06-07 06:40:01"
43369,458165108,"2017-06-06 22:40:20",190,"2017-06-07 06:40:25","2017-06-07 06:40:25"
43370,142561308,"2017-06-06 22:44:51",3386,"2017-06-07 06:44:52","2017-06-07 06:44:52"
43371,458165108,"2017-06-06 22:45:21",208,"2017-06-07 06:45:28","2017-06-07 06:45:28"
43372,142561308,"2017-06-06 22:49:52",5342,"2017-06-07 06:49:53","2017-06-07 06:49:53"
43373,458165108,"2017-06-06 22:50:22",218,"2017-06-07 06:50:29","2017-06-07 06:50:29"
43374,142561308,"2017-06-06 22:54:53",2587,"2017-06-07 06:54:54","2017-06-07 06:54:54"
43375,458165108,"2017-06-06 22:55:23",216,"2017-06-07 06:55:29","2017-06-07 06:55:29"
43376,142561308,"2017-06-06 22:59:54",2403,"2017-06-07 06:59:55","2017-06-07 06:59:55"
43377,458165108,"2017-06-06 23:00:24",217,"2017-06-07 07:00:30","2017-06-07 07:00:30"
43378,142561308,"2017-06-06 23:04:55",1564,"2017-06-07 07:04:56","2017-06-07 07:04:56"
43379,458165108,"2017-06-06 23:05:25",218,"2017-06-07 07:05:32","2017-06-07 07:05:32"
43380,142561308,"2017-06-06 23:09:56",2281,"2017-06-07 07:09:56","2017-06-07 07:09:56"
43381,458165108,"2017-06-06 23:10:26",217,"2017-06-07 07:10:32","2017-06-07 07:10:32"
43382,142561308,"2017-06-06 23:14:57",1217,"2017-06-07 07:15:08","2017-06-07 07:15:08"
43383,458165108,"2017-06-06 23:15:27",214,"2017-06-07 07:15:33","2017-06-07 07:15:33"
43384,142561308,"2017-06-06 23:19:58",1950,"2017-06-07 07:20:09","2017-06-07 07:20:09"
43385,458165108,"2017-06-06 23:20:28",215,"2017-06-07 07:20:33","2017-06-07 07:20:33"
43386,142561308,"2017-06-06 23:24:59",1585,"2017-06-07 07:25:00","2017-06-07 07:25:00"
43387,458165108,"2017-06-06 23:25:29",209,"2017-06-07 07:25:35","2017-06-07 07:25:35"
43388,142561308,"2017-06-06 23:30:01",1836,"2017-06-07 07:30:11","2017-06-07 07:30:11"
43389,458165108,"2017-06-06 23:30:30",192,"2017-06-07 07:30:36","2017-06-07 07:30:36"
43390,142561308,"2017-06-06 23:35:01",1526,"2017-06-07 07:35:11","2017-06-07 07:35:11"
43391,458165108,"2017-06-06 23:35:31",192,"2017-06-07 07:35:36","2017-06-07 07:35:36"
43392,142561308,"2017-06-06 23:40:02",945,"2017-06-07 07:40:12","2017-06-07 07:40:12"
43393,458165108,"2017-06-06 23:40:33",191,"2017-06-07 07:40:36","2017-06-07 07:40:36"
43394,142561308,"2017-06-06 23:45:03",1133,"2017-06-07 07:45:13","2017-06-07 07:45:13"
43395,458165108,"2017-06-06 23:45:34",211,"2017-06-07 07:45:37","2017-06-07 07:45:37"
43396,142561308,"2017-06-06 23:50:05",984,"2017-06-07 07:50:15","2017-06-07 07:50:15"
43397,458165108,"2017-06-06 23:50:35",216,"2017-06-07 07:50:39","2017-06-07 07:50:39"
43398,142561308,"2017-06-06 23:55:06",1090,"2017-06-07 07:55:16","2017-06-07 07:55:16"
43399,458165108,"2017-06-06 23:55:36",217,"2017-06-07 07:55:40","2017-06-07 07:55:40"
43400,142561308,"2017-06-07 00:00:07",1127,"2017-06-07 08:00:16","2017-06-07 08:00:16"
43401,458165108,"2017-06-07 00:00:37",1183,"2017-06-07 08:00:40","2017-06-07 08:00:40"
